Latitude,Longitude,Time
41.36285333,-81.32734115,9/21/13 18:00
41.37855289,-81.32734115,9/21/13 18:00
41.39425244,-81.32734115,9/21/13 18:00
41.409952,-81.32734115,9/21/13 18:00
41.42565156,-81.32734115,9/21/13 18:00
41.44135111,-81.32734115,9/21/13 18:00
41.45705067,-81.32734115,9/21/13 18:00
41.47275022,-81.32734115,9/21/13 18:00
41.48844978,-81.32734115,9/21/13 18:00
41.50414933,-81.32734115,9/21/13 18:00
41.51984889,-81.32734115,9/21/13 18:00
41.53554844,-81.32734115,9/21/13 18:00
41.551248,-81.32734115,9/21/13 18:00
41.56694756,-81.32734115,9/21/13 18:00
41.58264711,-81.32734115,9/21/13 18:00
41.59834667,-81.32734115,9/21/13 18:00
41.61404622,-81.32734115,9/21/13 18:00
41.62974578,-81.32734115,9/21/13 18:00
41.64544533,-81.32734115,9/21/13 18:00
41.66114489,-81.32734115,9/21/13 18:00
41.67684444,-81.32734115,9/21/13 18:00
41.692544,-81.32734115,9/21/13 18:00
41.268656,-81.3078001,9/21/13 18:00
41.28435556,-81.3078001,9/21/13 18:00
41.30005511,-81.3078001,9/21/13 18:00
41.31575467,-81.3078001,9/21/13 18:00
41.33145422,-81.3078001,9/21/13 18:00
41.34715378,-81.3078001,9/21/13 18:00
41.36285333,-81.3078001,9/21/13 18:00
41.37855289,-81.3078001,9/21/13 18:00
41.39425244,-81.3078001,9/21/13 18:00
41.409952,-81.3078001,9/21/13 18:00
41.42565156,-81.3078001,9/21/13 18:00
41.44135111,-81.3078001,9/21/13 18:00
41.45705067,-81.3078001,9/21/13 18:00
41.47275022,-81.3078001,9/21/13 18:00
41.48844978,-81.3078001,9/21/13 18:00
41.50414933,-81.3078001,9/21/13 18:00
41.51984889,-81.3078001,9/21/13 18:00
41.53554844,-81.3078001,9/21/13 18:00
41.551248,-81.3078001,9/21/13 18:00
41.56694756,-81.3078001,9/21/13 18:00
41.58264711,-81.3078001,9/21/13 18:00
41.59834667,-81.3078001,9/21/13 18:00
41.61404622,-81.3078001,9/21/13 18:00
41.62974578,-81.3078001,9/21/13 18:00
41.64544533,-81.3078001,9/21/13 18:00
41.66114489,-81.3078001,9/21/13 18:00
41.67684444,-81.3078001,9/21/13 18:00
41.692544,-81.3078001,9/21/13 18:00
41.268656,-81.28825905,9/21/13 18:00
41.28435556,-81.28825905,9/21/13 18:00
41.30005511,-81.28825905,9/21/13 18:00
41.31575467,-81.28825905,9/21/13 18:00
41.33145422,-81.28825905,9/21/13 18:00
41.34715378,-81.28825905,9/21/13 18:00
41.36285333,-81.28825905,9/21/13 18:00
41.37855289,-81.28825905,9/21/13 18:00
41.39425244,-81.28825905,9/21/13 18:00
41.409952,-81.28825905,9/21/13 18:00
41.42565156,-81.28825905,9/21/13 18:00
41.44135111,-81.28825905,9/21/13 18:00
41.45705067,-81.28825905,9/21/13 18:00
41.47275022,-81.28825905,9/21/13 18:00
41.48844978,-81.28825905,9/21/13 18:00
41.50414933,-81.28825905,9/21/13 18:00
41.51984889,-81.28825905,9/21/13 18:00
41.53554844,-81.28825905,9/21/13 18:00
41.551248,-81.28825905,9/21/13 18:00
41.56694756,-81.28825905,9/21/13 18:00
41.58264711,-81.28825905,9/21/13 18:00
41.59834667,-81.28825905,9/21/13 18:00
41.61404622,-81.28825905,9/21/13 18:00
41.62974578,-81.28825905,9/21/13 18:00
41.64544533,-81.28825905,9/21/13 18:00
41.66114489,-81.28825905,9/21/13 18:00
41.67684444,-81.28825905,9/21/13 18:00
41.692544,-81.28825905,9/21/13 18:00
41.268656,-81.268718,9/21/13 18:00
41.28435556,-81.268718,9/21/13 18:00
41.30005511,-81.268718,9/21/13 18:00
41.31575467,-81.268718,9/21/13 18:00
41.33145422,-81.268718,9/21/13 18:00
41.34715378,-81.268718,9/21/13 18:00
41.36285333,-81.268718,9/21/13 18:00
41.37855289,-81.268718,9/21/13 18:00
41.39425244,-81.268718,9/21/13 18:00
41.409952,-81.268718,9/21/13 18:00
41.42565156,-81.268718,9/21/13 18:00
41.44135111,-81.268718,9/21/13 18:00
41.45705067,-81.268718,9/21/13 18:00
41.47275022,-81.268718,9/21/13 18:00
41.48844978,-81.268718,9/21/13 18:00
41.50414933,-81.268718,9/21/13 18:00
41.51984889,-81.268718,9/21/13 18:00
41.53554844,-81.268718,9/21/13 18:00
41.551248,-81.268718,9/21/13 18:00
41.56694756,-81.268718,9/21/13 18:00
41.58264711,-81.268718,9/21/13 18:00
41.59834667,-81.268718,9/21/13 18:00
41.61404622,-81.268718,9/21/13 18:00
41.62974578,-81.268718,9/21/13 18:00
41.64544533,-81.268718,9/21/13 18:00
41.66114489,-81.268718,9/21/13 18:00
41.67684444,-81.268718,9/21/13 18:00
41.692544,-81.268718,9/21/13 18:00
41.268656,-82.030819,9/21/13 18:05
41.28435556,-82.030819,9/21/13 18:05
41.30005511,-82.030819,9/21/13 18:05
41.31575467,-82.030819,9/21/13 18:05
41.33145422,-82.030819,9/21/13 18:05
41.34715378,-82.030819,9/21/13 18:05
41.36285333,-82.030819,9/21/13 18:05
41.37855289,-82.030819,9/21/13 18:05
41.39425244,-82.030819,9/21/13 18:05
41.409952,-82.030819,9/21/13 18:05
41.42565156,-82.030819,9/21/13 18:05
41.44135111,-82.030819,9/21/13 18:05
41.45705067,-82.030819,9/21/13 18:05
41.47275022,-82.030819,9/21/13 18:05
41.48844978,-82.030819,9/21/13 18:05
41.268656,-82.01127795,9/21/13 18:05
41.28435556,-82.01127795,9/21/13 18:05
41.30005511,-82.01127795,9/21/13 18:05
41.31575467,-82.01127795,9/21/13 18:05
41.33145422,-82.01127795,9/21/13 18:05
41.34715378,-82.01127795,9/21/13 18:05
41.36285333,-82.01127795,9/21/13 18:05
41.37855289,-82.01127795,9/21/13 18:05
41.39425244,-82.01127795,9/21/13 18:05
41.409952,-82.01127795,9/21/13 18:05
41.42565156,-82.01127795,9/21/13 18:05
41.44135111,-82.01127795,9/21/13 18:05
41.45705067,-82.01127795,9/21/13 18:05
41.47275022,-82.01127795,9/21/13 18:05
41.48844978,-82.01127795,9/21/13 18:05
41.268656,-81.9917369,9/21/13 18:05
41.28435556,-81.9917369,9/21/13 18:05
41.30005511,-81.9917369,9/21/13 18:05
41.31575467,-81.9917369,9/21/13 18:05
41.33145422,-81.9917369,9/21/13 18:05
41.34715378,-81.9917369,9/21/13 18:05
41.36285333,-81.9917369,9/21/13 18:05
41.37855289,-81.9917369,9/21/13 18:05
41.39425244,-81.9917369,9/21/13 18:05
41.409952,-81.9917369,9/21/13 18:05
41.42565156,-81.9917369,9/21/13 18:05
41.44135111,-81.9917369,9/21/13 18:05
41.45705067,-81.9917369,9/21/13 18:05
41.47275022,-81.9917369,9/21/13 18:05
41.48844978,-81.9917369,9/21/13 18:05
41.268656,-81.97219585,9/21/13 18:05
41.28435556,-81.97219585,9/21/13 18:05
41.30005511,-81.97219585,9/21/13 18:05
41.31575467,-81.97219585,9/21/13 18:05
41.33145422,-81.97219585,9/21/13 18:05
41.34715378,-81.97219585,9/21/13 18:05
41.36285333,-81.97219585,9/21/13 18:05
41.37855289,-81.97219585,9/21/13 18:05
41.39425244,-81.97219585,9/21/13 18:05
41.409952,-81.97219585,9/21/13 18:05
41.42565156,-81.97219585,9/21/13 18:05
41.44135111,-81.97219585,9/21/13 18:05
41.45705067,-81.97219585,9/21/13 18:05
41.47275022,-81.97219585,9/21/13 18:05
41.48844978,-81.97219585,9/21/13 18:05
41.268656,-81.95265479,9/21/13 18:05
41.28435556,-81.95265479,9/21/13 18:05
41.30005511,-81.95265479,9/21/13 18:05
41.31575467,-81.95265479,9/21/13 18:05
41.33145422,-81.95265479,9/21/13 18:05
41.34715378,-81.95265479,9/21/13 18:05
41.36285333,-81.95265479,9/21/13 18:05
41.37855289,-81.95265479,9/21/13 18:05
41.39425244,-81.95265479,9/21/13 18:05
41.409952,-81.95265479,9/21/13 18:05
41.42565156,-81.95265479,9/21/13 18:05
41.44135111,-81.95265479,9/21/13 18:05
41.45705067,-81.95265479,9/21/13 18:05
41.47275022,-81.95265479,9/21/13 18:05
41.48844978,-81.95265479,9/21/13 18:05
41.268656,-81.93311374,9/21/13 18:05
41.28435556,-81.93311374,9/21/13 18:05
41.30005511,-81.93311374,9/21/13 18:05
41.31575467,-81.93311374,9/21/13 18:05
41.33145422,-81.93311374,9/21/13 18:05
41.34715378,-81.93311374,9/21/13 18:05
41.36285333,-81.93311374,9/21/13 18:05
41.37855289,-81.93311374,9/21/13 18:05
41.39425244,-81.93311374,9/21/13 18:05
41.409952,-81.93311374,9/21/13 18:05
41.42565156,-81.93311374,9/21/13 18:05
41.44135111,-81.93311374,9/21/13 18:05
41.45705067,-81.93311374,9/21/13 18:05
41.47275022,-81.93311374,9/21/13 18:05
41.48844978,-81.93311374,9/21/13 18:05
41.268656,-81.91357269,9/21/13 18:05
41.28435556,-81.91357269,9/21/13 18:05
41.30005511,-81.91357269,9/21/13 18:05
41.31575467,-81.91357269,9/21/13 18:05
41.33145422,-81.91357269,9/21/13 18:05
41.34715378,-81.91357269,9/21/13 18:05
41.36285333,-81.91357269,9/21/13 18:05
41.37855289,-81.91357269,9/21/13 18:05
41.39425244,-81.91357269,9/21/13 18:05
41.409952,-81.91357269,9/21/13 18:05
41.42565156,-81.91357269,9/21/13 18:05
41.44135111,-81.91357269,9/21/13 18:05
41.45705067,-81.91357269,9/21/13 18:05
41.47275022,-81.91357269,9/21/13 18:05
41.48844978,-81.91357269,9/21/13 18:05
41.268656,-81.89403164,9/21/13 18:05
41.28435556,-81.89403164,9/21/13 18:05
41.30005511,-81.89403164,9/21/13 18:05
41.31575467,-81.89403164,9/21/13 18:05
41.33145422,-81.89403164,9/21/13 18:05
41.34715378,-81.89403164,9/21/13 18:05
41.36285333,-81.89403164,9/21/13 18:05
41.37855289,-81.89403164,9/21/13 18:05
41.39425244,-81.89403164,9/21/13 18:05
41.409952,-81.89403164,9/21/13 18:05
41.42565156,-81.89403164,9/21/13 18:05
41.44135111,-81.89403164,9/21/13 18:05
41.45705067,-81.89403164,9/21/13 18:05
41.47275022,-81.89403164,9/21/13 18:05
41.48844978,-81.89403164,9/21/13 18:05
41.268656,-81.87449059,9/21/13 18:05
41.28435556,-81.87449059,9/21/13 18:05
41.30005511,-81.87449059,9/21/13 18:05
41.31575467,-81.87449059,9/21/13 18:05
41.33145422,-81.87449059,9/21/13 18:05
41.34715378,-81.87449059,9/21/13 18:05
41.36285333,-81.87449059,9/21/13 18:05
41.37855289,-81.87449059,9/21/13 18:05
41.39425244,-81.87449059,9/21/13 18:05
41.409952,-81.87449059,9/21/13 18:05
41.42565156,-81.87449059,9/21/13 18:05
41.44135111,-81.87449059,9/21/13 18:05
41.45705067,-81.87449059,9/21/13 18:05
41.47275022,-81.87449059,9/21/13 18:05
41.48844978,-81.87449059,9/21/13 18:05
41.268656,-81.85494954,9/21/13 18:05
41.28435556,-81.85494954,9/21/13 18:05
41.30005511,-81.85494954,9/21/13 18:05
41.31575467,-81.85494954,9/21/13 18:05
41.33145422,-81.85494954,9/21/13 18:05
41.34715378,-81.85494954,9/21/13 18:05
41.36285333,-81.85494954,9/21/13 18:05
41.37855289,-81.85494954,9/21/13 18:05
41.39425244,-81.85494954,9/21/13 18:05
41.409952,-81.85494954,9/21/13 18:05
41.42565156,-81.85494954,9/21/13 18:05
41.44135111,-81.85494954,9/21/13 18:05
41.45705067,-81.85494954,9/21/13 18:05
41.47275022,-81.85494954,9/21/13 18:05
41.48844978,-81.85494954,9/21/13 18:05
41.268656,-81.83540849,9/21/13 18:05
41.28435556,-81.83540849,9/21/13 18:05
41.30005511,-81.83540849,9/21/13 18:05
41.31575467,-81.83540849,9/21/13 18:05
41.33145422,-81.83540849,9/21/13 18:05
41.34715378,-81.83540849,9/21/13 18:05
41.36285333,-81.83540849,9/21/13 18:05
41.37855289,-81.83540849,9/21/13 18:05
41.39425244,-81.83540849,9/21/13 18:05
41.409952,-81.83540849,9/21/13 18:05
41.42565156,-81.83540849,9/21/13 18:05
41.44135111,-81.83540849,9/21/13 18:05
41.45705067,-81.83540849,9/21/13 18:05
41.47275022,-81.83540849,9/21/13 18:05
41.48844978,-81.83540849,9/21/13 18:05
41.268656,-81.81586744,9/21/13 18:05
41.28435556,-81.81586744,9/21/13 18:05
41.30005511,-81.81586744,9/21/13 18:05
41.31575467,-81.81586744,9/21/13 18:05
41.33145422,-81.81586744,9/21/13 18:05
41.34715378,-81.81586744,9/21/13 18:05
41.36285333,-81.81586744,9/21/13 18:05
41.37855289,-81.81586744,9/21/13 18:05
41.39425244,-81.81586744,9/21/13 18:05
41.409952,-81.81586744,9/21/13 18:05
41.42565156,-81.81586744,9/21/13 18:05
41.44135111,-81.81586744,9/21/13 18:05
41.45705067,-81.81586744,9/21/13 18:05
41.47275022,-81.81586744,9/21/13 18:05
41.48844978,-81.81586744,9/21/13 18:05
41.268656,-81.79632638,9/21/13 18:05
41.28435556,-81.79632638,9/21/13 18:05
41.30005511,-81.79632638,9/21/13 18:05
41.31575467,-81.79632638,9/21/13 18:05
41.33145422,-81.79632638,9/21/13 18:05
41.34715378,-81.79632638,9/21/13 18:05
41.36285333,-81.79632638,9/21/13 18:05
41.37855289,-81.79632638,9/21/13 18:05
41.39425244,-81.79632638,9/21/13 18:05
41.409952,-81.79632638,9/21/13 18:05
41.42565156,-81.79632638,9/21/13 18:05
41.44135111,-81.79632638,9/21/13 18:05
41.45705067,-81.79632638,9/21/13 18:05
41.47275022,-81.79632638,9/21/13 18:05
41.48844978,-81.79632638,9/21/13 18:05
41.268656,-81.77678533,9/21/13 18:05
41.28435556,-81.77678533,9/21/13 18:05
41.30005511,-81.77678533,9/21/13 18:05
41.31575467,-81.77678533,9/21/13 18:05
41.33145422,-81.77678533,9/21/13 18:05
41.34715378,-81.77678533,9/21/13 18:05
41.36285333,-81.77678533,9/21/13 18:05
41.37855289,-81.77678533,9/21/13 18:05
41.39425244,-81.77678533,9/21/13 18:05
41.409952,-81.77678533,9/21/13 18:05
41.42565156,-81.77678533,9/21/13 18:05
41.44135111,-81.77678533,9/21/13 18:05
41.45705067,-81.77678533,9/21/13 18:05
41.47275022,-81.77678533,9/21/13 18:05
41.48844978,-81.77678533,9/21/13 18:05
41.268656,-81.75724428,9/21/13 18:05
41.28435556,-81.75724428,9/21/13 18:05
41.30005511,-81.75724428,9/21/13 18:05
41.31575467,-81.75724428,9/21/13 18:05
41.33145422,-81.75724428,9/21/13 18:05
41.34715378,-81.75724428,9/21/13 18:05
41.36285333,-81.75724428,9/21/13 18:05
41.37855289,-81.75724428,9/21/13 18:05
41.39425244,-81.75724428,9/21/13 18:05
41.409952,-81.75724428,9/21/13 18:05
41.42565156,-81.75724428,9/21/13 18:05
41.44135111,-81.75724428,9/21/13 18:05
41.45705067,-81.75724428,9/21/13 18:05
41.47275022,-81.75724428,9/21/13 18:05
41.48844978,-81.75724428,9/21/13 18:05
41.268656,-81.73770323,9/21/13 18:05
41.28435556,-81.73770323,9/21/13 18:05
41.30005511,-81.73770323,9/21/13 18:05
41.31575467,-81.73770323,9/21/13 18:05
41.33145422,-81.73770323,9/21/13 18:05
41.34715378,-81.73770323,9/21/13 18:05
41.36285333,-81.73770323,9/21/13 18:05
41.37855289,-81.73770323,9/21/13 18:05
41.39425244,-81.73770323,9/21/13 18:05
41.409952,-81.73770323,9/21/13 18:05
41.42565156,-81.73770323,9/21/13 18:05
41.44135111,-81.73770323,9/21/13 18:05
41.45705067,-81.73770323,9/21/13 18:05
41.47275022,-81.73770323,9/21/13 18:05
41.48844978,-81.73770323,9/21/13 18:05
41.268656,-81.71816218,9/21/13 18:05
41.28435556,-81.71816218,9/21/13 18:05
41.30005511,-81.71816218,9/21/13 18:05
41.31575467,-81.71816218,9/21/13 18:05
41.33145422,-81.71816218,9/21/13 18:05
41.34715378,-81.71816218,9/21/13 18:05
41.36285333,-81.71816218,9/21/13 18:05
41.37855289,-81.71816218,9/21/13 18:05
41.39425244,-81.71816218,9/21/13 18:05
41.409952,-81.71816218,9/21/13 18:05
41.42565156,-81.71816218,9/21/13 18:05
41.44135111,-81.71816218,9/21/13 18:05
41.45705067,-81.71816218,9/21/13 18:05
41.47275022,-81.71816218,9/21/13 18:05
41.48844978,-81.71816218,9/21/13 18:05
41.50414933,-81.71816218,9/21/13 18:05
41.268656,-81.69862113,9/21/13 18:05
41.28435556,-81.69862113,9/21/13 18:05
41.30005511,-81.69862113,9/21/13 18:05
41.31575467,-81.69862113,9/21/13 18:05
41.33145422,-81.69862113,9/21/13 18:05
41.34715378,-81.69862113,9/21/13 18:05
41.36285333,-81.69862113,9/21/13 18:05
41.37855289,-81.69862113,9/21/13 18:05
41.39425244,-81.69862113,9/21/13 18:05
41.409952,-81.69862113,9/21/13 18:05
41.42565156,-81.69862113,9/21/13 18:05
41.44135111,-81.69862113,9/21/13 18:05
41.45705067,-81.69862113,9/21/13 18:05
41.47275022,-81.69862113,9/21/13 18:05
41.48844978,-81.69862113,9/21/13 18:05
41.50414933,-81.69862113,9/21/13 18:05
41.51984889,-81.69862113,9/21/13 18:05
41.268656,-81.67908008,9/21/13 18:05
41.28435556,-81.67908008,9/21/13 18:05
41.30005511,-81.67908008,9/21/13 18:05
41.31575467,-81.67908008,9/21/13 18:05
41.33145422,-81.67908008,9/21/13 18:05
41.34715378,-81.67908008,9/21/13 18:05
41.36285333,-81.67908008,9/21/13 18:05
41.37855289,-81.67908008,9/21/13 18:05
41.39425244,-81.67908008,9/21/13 18:05
41.409952,-81.67908008,9/21/13 18:05
41.42565156,-81.67908008,9/21/13 18:05
41.44135111,-81.67908008,9/21/13 18:05
41.45705067,-81.67908008,9/21/13 18:05
41.47275022,-81.67908008,9/21/13 18:05
41.48844978,-81.67908008,9/21/13 18:05
41.50414933,-81.67908008,9/21/13 18:05
41.51984889,-81.67908008,9/21/13 18:05
41.268656,-81.65953903,9/21/13 18:05
41.28435556,-81.65953903,9/21/13 18:05
41.30005511,-81.65953903,9/21/13 18:05
41.31575467,-81.65953903,9/21/13 18:05
41.33145422,-81.65953903,9/21/13 18:05
41.34715378,-81.65953903,9/21/13 18:05
41.36285333,-81.65953903,9/21/13 18:05
41.37855289,-81.65953903,9/21/13 18:05
41.39425244,-81.65953903,9/21/13 18:05
41.409952,-81.65953903,9/21/13 18:05
41.42565156,-81.65953903,9/21/13 18:05
41.44135111,-81.65953903,9/21/13 18:05
41.45705067,-81.65953903,9/21/13 18:05
41.47275022,-81.65953903,9/21/13 18:05
41.48844978,-81.65953903,9/21/13 18:05
41.50414933,-81.65953903,9/21/13 18:05
41.51984889,-81.65953903,9/21/13 18:05
41.53554844,-81.65953903,9/21/13 18:05
41.268656,-81.63999797,9/21/13 18:05
